CM_1477222875_1,Ta,
CM_1477229290_1,Ta,
CM_1477235195_1,Ta,
CM_1477241480_1,Ta,
CM_1477248375_1,Ta,
CM_1477254708_1,Ta,
CM_1477259641_1,Ta,
CM_1477264974_1,Ta,
CM_1477314984_3,Ta,
CM_1477324010_3,Ta,
CM_1477332966_3,Ta,
CM_1477342011_1,Ta,
CM_1477350966_1,Ta,
CM_1477359966_1,Ta,
CM_1477370646_1,Ta,
CM_1477377936_1,Ta,
CM_1477417363_1,Ta,
CM_1477417742_1,Ta,
CM_1477434729_1,Ta,
CM_1477435094_1,Ta,
CM_1477435193_1,Ta,
CM_1477435558_1,Ta,
CM_1477435657_1,Ta,
CM_1477436022_1,Ta,
CM_1477437155_1,Ta,
CM_1477437654_1,Ta,
CM_1477438138_1,Ta,
CM_1477438603_1,Ta,
CM_1477439079_1,Ta,
CM_1477439563_1,Ta,
CM_1477440033_1,Ta,
CM_1477440509_1,Ta,
CM_1477441016_1,Ta,
CM_1477442007_1,Ta,
CM_1477442751_6,Ta,
CM_1477442865_1,Ta,
CM_1477443288_1,Ta,
CM_1477444950_1,Ta,
CM_1477445372_1,Ta,
CM_1477449731_1,Ta,
CM_1477452574_1,Ta,
CM_1477453407_1,Ta,
CM_1477453984_2,Ta,
CM_1477456632_1,Ta,
CM_1477456872_1,Ta,
CM_1477457253_1,Ta,
CM_1477457906_1,Ta,
CM_1477459118_1,Ta,
CM_1477461989_1,Ta,
CM_1477467367_1,Ta,
CM_1477468808_1,Ta,
CM_1477472030_1,Ta,
CM_1477473027_4,Ta,
CM_1477473027_6,Ta,
CM_1477473988_1,Ta,
CM_1477474917_1,Ta,
CM_1477475933_1,Ta,
CM_1477476864_1,Ta,
CM_1477477826_1,Ta,
CM_1477479472_1,Ta,
CM_1477479701_1,Ta,
CM_1477479899_1,Ta,
CM_1477480089_1,Ta,
CM_1477480282_1,Ta,
CM_1477480483_1,Ta,
CM_1477480683_1,Ta,
CM_1477480885_1,Ta,
CM_1477481083_1,Ta,
CM_1477481280_1,Ta,
CM_1477481419_1,Ta,
CM_1477481845_6,Ta,
CM_1477482027_1,Ta,
CM_1477482234_1,Ta,
CM_1477482412_1,Ta,
CM_1477482624_1,Ta,
CM_1477482843_1,Ta,
CM_1477483044_1,Ta,
CM_1477483252_1,Ta,
CM_1477483462_1,Ta,
CM_1477483665_1,Ta,
CM_1477483825_1,Ta,
CM_1477484027_1,Ta,
CM_1477484240_1,Ta,
CM_1477484455_1,Ta,
CM_1477484664_1,Ta,
CM_1477484874_1,Ta,
CM_1477485078_1,Ta,
CM_1477485444_1,Ta,
CM_1477485632_1,Ta,
CM_1477485905_1,Ta,
CM_1477486085_1,Ta,
CM_1477486285_1,Ta,
CM_1477486481_1,Ta,
CM_1477486669_1,Ta,
CM_1477486870_1,Ta,
CM_1477487021_1,Ta,
CM_1477487205_1,Ta,
CM_1477487429_1,Ta,
CM_1477487577_1,Ta,
CM_1477487784_1,Ta,
CM_1477487933_1,Ta,
CM_1477488134_1,Ta,
CM_1477488275_1,Ta,
CM_1477488477_1,Ta,
CM_1477488622_1,Ta,
CM_1477488820_1,Ta,
CM_1477488956_1,Ta,
CM_1477489267_1,Ta,
CM_1477489406_1,Ta,
CM_1477489606_1,Ta,
CM_1477489741_1,Ta,
CM_1477489943_1,Ta,
CM_1477490081_1,Ta,
CM_1477490280_1,Ta,
CM_1477490431_1,Ta,
CM_1477490625_1,Ta,
CM_1477490810_1,Ta,
CM_1477490933_1,Ta,
CM_1477491859_1,Ta,
CM_1477495058_1,Ta,
CM_1477496141_1,Ta,
CM_1477516539_1,Ta,
CM_1477516605_1,Ta,
CM_1477516820_1,Ta,
CM_1477517632_4,Ta,
CM_1477519241_4,Ta,
CM_1481359112_1,Tb,
CM_1481360933_4,Tb,
CM_1481362750_1,Tb,
CM_1481364553_4,Tb,
CM_1481366336_1,Tb,
CM_1481368131_1,Tb,
CM_1481369939_1,Tb,
CM_1481371721_1,Tb,
CM_1481373528_1,Tb,
CM_1481375335_1,Tb,
CM_1481377142_1,Tb,
CM_1481378937_1,Tb,
CM_1481380734_1,Tb,
CM_1481382539_1,Tb,
CM_1481384335_1,Tb,
CM_1481386134_1,Tb,
CM_1481387940_1,Tb,
CM_1481389716_1,Tb,
CM_1481391536_1,Tb,
CM_1481393306_1,Tb,
CM_1481395126_1,Tb,
CM_1481396382_1,Tb,
CM_1481399993_1,Tb,
CM_1481445527_1,Tb,
CM_1481447344_1,Tb,
CM_1481449151_1,Tb,
CM_1481450954_1,Tb,
CM_1481452737_1,Tb,
CM_1481454532_1,Tb,
CM_1481456340_1,Tb,
CM_1481458122_1,Tb,
CM_1481459929_1,Tb,
CM_1481461736_1,Tb,
CM_1481463543_1,Tb,
CM_1481465338_1,Tb,
CM_1481467095_1,Tb,
CM_1481468940_1,Tb,
CM_1481470710_1,Tb,
CM_1481473111_3,Tb,
CM_1481474313_1,Tb,
CM_1481476117_1,Tb,
CM_1481477937_1,Tb,
CM_1481479707_1,Tb,
CM_1481481527_1,Tb,
CM_1481483323_1,Tb,
CM_1481485131_1,Tb,
CM_1481486939_1,Tb,
CM_1481488712_1,Tb,
CM_1481490532_3,Tb,
CM_1481492325_1,Tb,
CM_1481494125_1,Tb,
CM_1481495928_1,Tb,
CM_1481497738_1,Tb,
CM_1481499531_1,Tb,
CM_1481501331_1,Tb,
CM_1481588586_1,Tb,
CM_1481589008_1,Tb,
CM_1481589402_1,Tb,
CM_1481589788_1,Tb,
CM_1481590186_1,Tb,
CM_1481591044_1,Tb,
CM_1481591564_4,Tb,
CM_1481591986_1,Tb,
CM_1481592213_1,Tb,
CM_1481592733_1,Tb,
CM_1481593155_1,Tb,
CM_1481593382_1,Tb,
CM_1481593902_4,Tb,
CM_1481594324_1,Tb,
CM_1481595491_1,Tb,
CM_1481595913_1,Tb,
CM_1481596335_1,Tb,
CM_1481598962_1,Tb,
CM_1481599286_1,Tb,
CM_1481599708_1,Tb,
CM_1481600032_1,Tb,
CM_1481604767_4,Tb,
CM_1481607233_1,Tb,
CM_1481608199_1,Tb,
CM_1481611895_1,Tb,
CM_1481612621_1,Tb,
CM_1481614387_1,Tb,
CM_1481616395_1,Tb,
CM_1481616614_1,Tb,
CM_1481616786_1,Tb,
CM_1481617040_1,Tb,
CM_1481617259_1,Tb,
CM_1481617473_1,Tb,
CM_1481617709_1,Tb,
CM_1481617957_1,Tb,
CM_1481618188_1,Tb,
CM_1481618418_1,Tb,
CM_1481618592_1,Tb,
CM_1481618830_1,Tb,
CM_1481619069_4,Tb,
CM_1481619244_1,Tb,
CM_1481619484_1,Tb,
CM_1481619743_1,Tb,
